"first_last","province","gender","year_of_birth","year_of_death","year","exit_year","party","gen_cohort","year_range","years_total","sessions_total","start_year","age_start"
"yvon_lemire","Quebec","m",1939,NA,1985,1994,"Liberal","Silent","1925-1942",9,18,1985,46
"robert_lesage","Quebec","m",1937,NA,1989,1998,"Liberal","Silent","1925-1942",9,18,1989,52
"sylvie_lesperance","Quebec","m",1954,2006,1998,2003,"Action Democratique du Quebec","Babyboom","1943-1960",5,10,1998,44
"laurent_lessard","Quebec","m",1962,NA,2003,2018,"Liberal","GenerationX","1961-1981",15,30,2003,41
"lucien_lessard","Quebec","m",1938,NA,1970,1982,"Parti Quebecois","Silent","1925-1942",12,24,1970,32
"emilise_lessardtherrien","Quebec","f",1991,NA,2018,2024,"Quebec Solidaire","Millenial","1982-2004",6,12,2018,27
"michel_letourneau","Quebec","m",1949,2019,1994,2007,"Parti Quebecois","Babyboom","1943-1960",13,26,1994,45
"andre_leveille","Quebec","m",1933,2017,1966,1970,"Union Nationale","Silent","1925-1942",4,8,1966,33
"christian_levesque","Quebec","m",1970,NA,2007,2008,"Action Democratique du Quebec","GenerationX","1961-1981",1,2,2007,37
"leonard_levesque","Quebec","m",1935,2017,1976,1985,"Parti Quebecois","Silent","1925-1942",9,18,1976,41
"mathieu_levesque","Quebec","m",1988,NA,2018,2024,"Coalition Avenir Quebec","Millenial","1982-2004",6,12,2018,30
"sylvain_levesque","Quebec","m",1973,NA,2012,2014,"Coalition Avenir Quebec","GenerationX","1961-1981",2,4,2012,39
"robert_libman","Quebec","m",1960,NA,1989,1994,"Equality Party","Babyboom","1943-1960",5,10,1989,29
"clifford_lincoln","Quebec","m",1928,NA,1981,1989,"Liberal","Silent","1925-1942",8,16,1981,53
"jeanfrancois_lisee","Quebec","m",1958,NA,2012,2018,"Parti Quebecois","Babyboom","1943-1960",6,12,2012,54
"nicole_loiselle","Quebec","f",1954,NA,1989,2007,"Liberal","Babyboom","1943-1960",18,36,1989,35
"pierre_lorrain","Quebec","m",1942,NA,1985,1989,"Liberal","Silent","1925-1942",4,8,1985,43
"gabriel_loubier","Quebec","m",1932,NA,1962,1973,"Union Nationale","Silent","1925-1942",11,22,1962,30
"jennifer_maccarone","Quebec","f",1971,NA,2018,2024,"Liberal","GenerationX","1961-1981",6,12,2018,47
"pierre_macdonald","Quebec","m",1936,2015,1985,1989,"Liberal","Silent","1925-1942",4,8,1985,49
"cosmo_maciocia","Quebec","m",1942,NA,1981,2001,"Liberal","Silent","1925-1942",20,40,1981,39
"norman_macmillan","Quebec","m",1947,NA,1989,2012,"Liberal","Babyboom","1943-1960",23,46,1989,42
"jeanclaude_malepart","Quebec","m",1938,1989,1973,1976,"Liberal","Silent","1925-1942",3,6,1973,35
"robert_malouin","Quebec","m",1932,2006,1973,1976,"Liberal","Silent","1925-1942",3,6,1973,41
"agnes_maltais","Quebec","f",1956,NA,1998,2018,"Parti Quebecois","Babyboom","1943-1960",20,40,1998,42
"ghislain_maltais","Quebec","m",1944,NA,1981,1994,"Liberal","Babyboom","1943-1960",13,26,1981,37
"pierrewillie_maltais","Quebec","m",1931,1987,1962,1969,"Liberal","Silent","1925-1942",7,14,1962,31
"georges_mamelonet","Quebec","m",1954,2015,2008,2012,"Liberal","Babyboom","1943-1960",4,8,2008,54
"anna_mancuso","Quebec","f",1971,NA,1998,2003,"Liberal","GenerationX","1961-1981",5,10,1998,27
"nicolas_marceau","Quebec","m",1964,NA,2008,2018,"Parti Quebecois","GenerationX","1961-1981",10,20,2008,44
"andre_marchand","Quebec","m",1926,2011,1970,1981,"Liberal","Silent","1925-1942",11,22,1970,44
"serge_marcil","Quebec","m",1944,2010,1985,1994,"Liberal","Babyboom","1943-1960",9,18,1985,41
"jacques_marcotte","Quebec","m",1945,NA,2012,2014,"Coalition Avenir Quebec","Babyboom","1943-1960",2,4,2012,67
"alain_marcoux","Quebec","m",1945,NA,1976,1985,"Parti Quebecois","Babyboom","1943-1960",9,18,1976,31
"yvon_marcoux","Quebec","m",1941,NA,1998,2014,"Liberal","Silent","1925-1942",16,32,1998,57
"vincent_marissal","Quebec","m",1966,NA,2018,2024,"Quebec Solidaire","GenerationX","1961-1981",6,12,2018,52
"pierre_marois","Quebec","m",1940,NA,1976,1983,"Parti Quebecois","Silent","1925-1942",7,14,1976,36
"leopold_marquis","Quebec","m",1938,NA,1976,1985,"Parti Quebecois","Silent","1925-1942",9,18,1976,38
"pierre_marsan","Quebec","m",1948,NA,1994,2014,"Liberal","Babyboom","1943-1960",20,40,1994,46
"donald_martel","Quebec","m",1964,NA,2012,2024,"Coalition Avenir Quebec","GenerationX","1961-1981",12,24,2012,48
"herbert_marx","Quebec","m",1932,2020,1976,1989,"Liberal","Silent","1925-1942",13,26,1976,44
"marcel_masse","Quebec","m",1936,2014,1966,1973,"Union Nationale","Silent","1925-1942",7,14,1966,30
"jeangilles_masse","Quebec","m",1933,1991,1970,1976,"Liberal","Silent","1925-1942",6,12,1970,37
"manon_masse","Quebec","f",1963,NA,2014,2024,"Quebec Solidaire","GenerationX","1961-1981",10,20,2014,51
"georges_massicotte","Quebec","m",1930,NA,1973,1976,"Liberal","Silent","1925-1942",3,6,1973,43
"hermann_mathieu","Quebec","m",1936,1998,1976,1985,"Liberal","Silent","1925-1942",9,18,1976,40
"danielle_mccann","Quebec","f",1953,NA,2018,2024,"Coalition Avenir Quebec","Babyboom","1943-1960",6,12,2018,65
"scott_mckay","Quebec","m",1960,NA,2008,2014,"Parti Quebecois","Babyboom","1943-1960",6,12,2008,48
"isabelle_melancon","Quebec","f",1974,NA,2014,2024,"Liberal","GenerationX","1961-1981",10,20,2014,40
"nicole_menard","Quebec","f",1948,NA,2007,2024,"Liberal","Babyboom","1943-1960",17,34,2007,59
"serge_menard","Quebec","m",1941,NA,1989,2003,"Parti Quebecois","Silent","1925-1942",14,28,1989,48
"eric_mercier","Quebec","m",1967,NA,2003,2007,"Liberal","GenerationX","1961-1981",4,8,2003,36
"jeanguy_mercier","Quebec","m",1943,NA,1976,1981,"Parti Quebecois","Babyboom","1943-1960",5,10,1976,33
"pierre_mercier","Quebec","m",1937,NA,1973,1976,"Liberal","Silent","1925-1942",3,6,1973,36
"charles_messier","Quebec","m",1955,NA,1985,1994,"Liberal","Babyboom","1943-1960",9,18,1985,30
"lucille_methe","Quebec","f",1957,NA,2007,2008,"Action Democratique du Quebec","Babyboom","1943-1960",1,2,2007,50
"gilles_michaud","Quebec","m",1935,NA,1976,1981,"Parti Quebecois","Silent","1925-1942",5,10,1976,41
"yves_michaud","Quebec","m",1930,NA,1966,1970,"Liberal","Silent","1925-1942",4,8,1966,36
"robert_middlemiss","Quebec","m",1935,2010,1981,2003,"Liberal","Silent","1925-1942",22,44,1981,46
"marie_montpetit","Quebec","f",1979,NA,2014,2024,"Liberal","GenerationX","1961-1981",10,20,2014,35
"johanne_morasse","Quebec","f",1957,NA,2007,2008,"Parti Quebecois","Babyboom","1943-1960",1,2,2007,50
"gerardraymond_morin","Quebec","m",1940,NA,1989,1998,"Parti Quebecois","Silent","1925-1942",9,18,1989,49
"jacquesyvan_morin","Quebec","m",1931,NA,1973,1984,"Parti Quebecois","Silent","1925-1942",11,22,1973,42
"jeanmarie_morin","Quebec","m",1929,1995,1966,1970,"Union Nationale","Silent","1925-1942",4,8,1966,37
"michel_morin","Quebec","m",1948,NA,1994,2007,"Parti Quebecois","Babyboom","1943-1960",13,26,1994,46
"claude_morin2","Quebec","m",1953,NA,2007,2008,"Action Democratique du Quebec","Babyboom","1943-1960",1,2,2007,54
"claude_morin","Quebec","m",1929,NA,1976,1981,"Parti Quebecois","Silent","1925-1942",5,10,1976,47
"catherine_morissette","Quebec","f",1979,NA,2007,2008,"Action Democratique du Quebec","GenerationX","1961-1981",1,2,2007,28
"thomas_mulcair","Quebec","m",1954,NA,1994,2007,"Liberal","Babyboom","1943-1960",13,26,1994,40
"josepharmand_nadeau","Quebec","m",1928,1963,1962,1963,"Union Nationale","Silent","1925-1942",1,2,1962,34
"gabriel_nadeaudubois","Quebec","m",1990,NA,2014,2024,"Quebec Solidaire","Millenial","1982-2004",10,20,2014,24
"marieclaude_nichols","Quebec","f",1973,NA,2014,2024,"Liberal","GenerationX","1961-1981",10,20,2014,41
"nathalie_normandeau","Quebec","f",1968,NA,1998,2011,"Liberal","GenerationX","1961-1981",13,26,1998,30
"john_ogallagher","Quebec","m",1930,2005,1976,1985,"Liberal","Silent","1925-1942",9,18,1976,46
"louis_oneill","Quebec","m",1925,2018,1976,1981,"Parti Quebecois","Silent","1925-1942",5,10,1976,51
"marcel_ostiguy","Quebec","m",1929,2014,1970,1976,"Liberal","Silent","1925-1942",6,12,1970,41
"martin_ouellet","Quebec","m",1977,NA,2014,2024,"Parti Quebecois","GenerationX","1961-1981",10,20,2014,37
"martine_ouellet","Quebec","f",1969,NA,2008,2018,"Parti Quebecois","GenerationX","1961-1981",10,20,2008,39
"adrien_ouellette","Quebec","m",1940,NA,1976,1985,"Parti Quebecois","Silent","1925-1942",9,18,1976,36
"guy_ouellette","Quebec","m",1951,NA,2007,2024,"Liberal","Babyboom","1943-1960",17,34,2007,56
"jocelyne_ouellette","Quebec","f",1944,2015,1976,1981,"Parti Quebecois","Babyboom","1943-1960",5,10,1976,32
"francois_ouimet","Quebec","m",1959,NA,1994,2018,"Liberal","Babyboom","1943-1960",24,48,1994,35
"gilles_ouimet","Quebec","m",1962,NA,2012,2015,"Liberal","GenerationX","1961-1981",3,6,2012,50
"michel_page","Quebec","m",1949,2013,1973,1992,"Liberal","Babyboom","1943-1960",19,38,1973,24
"sylvain_page","Quebec","m",1961,NA,1998,2018,"Parti Quebecois","GenerationX","1961-1981",20,40,1998,37
"daniel_paille","Quebec","m",1950,NA,1994,1996,"Parti Quebecois","Babyboom","1943-1960",2,4,1994,44
"lucie_papineau","Quebec","f",1946,NA,1994,2007,"Parti Quebecois","Babyboom","1943-1960",13,26,1994,48
"alain_paquet","Quebec","m",1961,NA,2003,2012,"Liberal","GenerationX","1961-1981",9,18,2003,42
"gilbert_paquette","Quebec","m",1942,NA,1976,1985,"Parti Quebecois","Silent","1925-1942",9,18,1976,34
"jeanpierre_paquin","Quebec","m",1948,NA,2003,2007,"Liberal","Babyboom","1943-1960",4,8,2003,55
"roger_paquin","Quebec","m",1947,NA,1994,2003,"Parti Quebecois","Babyboom","1943-1960",9,18,1994,47
"francois_paradis","Quebec","m",1957,NA,2014,2024,"Coalition Avenir Quebec","Babyboom","1943-1960",10,20,2014,57
"henri_paradis","Quebec","m",1952,NA,1985,1994,"Liberal","Babyboom","1943-1960",9,18,1985,33
"pierre_paradis","Quebec","m",1950,NA,1976,2018,"Liberal","Babyboom","1943-1960",42,84,1976,26
"jeanguy_pare","Quebec","m",1947,NA,1994,2003,"Parti Quebecois","Babyboom","1943-1960",9,18,1994,47
"roger_pare","Quebec","m",1947,1995,1981,1994,"Parti Quebecois","Babyboom","1943-1960",13,26,1981,34
"bernard_parent","Quebec","m",1927,1993,1973,1976,"Liberal","Silent","1925-1942",3,6,1973,46
"jeanguy_parent","Quebec","m",1946,NA,1985,1989,"Parti Quebecois","Babyboom","1943-1960",4,8,1985,39
"marcel_parent","Quebec","m",1932,NA,1981,1998,"Liberal","Silent","1925-1942",17,34,1981,49
"lise_payette","Quebec","f",1931,2018,1976,1981,"Parti Quebecois","Silent","1925-1942",5,10,1976,45
"leo_pearson","Quebec","m",1927,2005,1966,1973,"Liberal","Silent","1925-1942",7,14,1966,39
"pierre_peladeau","Quebec","m",1961,NA,2014,2016,"Parti Quebecois","GenerationX","1961-1981",2,4,2014,53
"christiane_pelchat","Quebec","f",1959,NA,1985,1994,"Liberal","Babyboom","1943-1960",9,18,1985,26
"benoit_pelletier","Quebec","m",1960,NA,1998,2008,"Liberal","Babyboom","1943-1960",10,20,1998,38
"emilien_pelletier","Quebec","m",1945,NA,2008,2014,"Parti Quebecois","Babyboom","1943-1960",6,12,2008,63
"irvin_pelletier","Quebec","m",1946,NA,2007,2014,"Parti Quebecois","Babyboom","1943-1960",7,14,2007,61
"jeanmarie_pelletier","Quebec","m",1933,NA,1970,1976,"Liberal","Silent","1925-1942",6,12,1970,37
"jeanpaul_pepin","Quebec","m",1929,2016,1970,1976,"Liberal","Silent","1925-1942",6,12,1970,41
"robert_perreault","Quebec","m",1947,NA,1994,2000,"Parti Quebecois","Babyboom","1943-1960",6,12,1994,47
"sarah_perreault","Quebec","f",1962,NA,2003,2007,"Liberal","GenerationX","1961-1981",4,8,2003,41
"denis_perron","Quebec","m",1938,1997,1976,1997,"Parti Quebecois","Silent","1925-1942",21,42,1976,38
"meganne_perrymelancon","Quebec","f",1990,NA,2018,2024,"Parti Quebecois","Millenial","1982-2004",6,12,2018,28
"paul_phaneuf","Quebec","m",1933,NA,1970,1976,"Liberal","Silent","1925-1942",6,12,1970,37
"paul_philibert","Quebec","m",1944,NA,1985,1994,"Liberal","Babyboom","1943-1960",9,18,1985,41
"camille_picard","Quebec","m",1941,NA,1976,1981,"Liberal","Silent","1925-1942",5,10,1976,35
"marc_picard","Quebec","m",1955,NA,2003,2024,"Action Democratique du Quebec","Babyboom","1943-1960",21,42,2003,48
"marilyne_picard","Quebec","f",1982,NA,2018,2024,"Coalition Avenir Quebec","Millenial","1982-2004",6,12,2018,36
"yvon_picotte","Quebec","m",1941,NA,1973,1994,"Liberal","Silent","1925-1942",21,42,1973,32
"michel_pigeon","Quebec","m",1945,NA,2008,2012,"Liberal","Babyboom","1943-1960",4,8,2008,63
"roger_pilote","Quebec","m",1934,NA,1970,1976,"Liberal","Silent","1925-1942",6,12,1970,36
"marcel_plamondon","Quebec","m",1935,2019,1966,1970,"Union Nationale","Silent","1925-1942",4,8,1966,31
"marc_plante","Quebec","m",1981,NA,2014,2018,"Liberal","GenerationX","1961-1981",4,8,2014,33
"robert_poeti","Quebec","m",1955,NA,2012,2018,"Liberal","Babyboom","1943-1960",6,12,2012,57
"carole_poirier","Quebec","f",1958,NA,2008,2018,"Parti Quebecois","Babyboom","1943-1960",10,20,2008,50
"maximilien_polak","Quebec","m",1930,NA,1981,1989,"Liberal","Silent","1925-1942",8,16,1981,51
"saul_polo","Quebec","m",1975,NA,2014,2024,"Liberal","GenerationX","1961-1981",10,20,2014,39
"normand_poulin","Quebec","m",1954,NA,1994,2003,"Liberal","Babyboom","1943-1960",9,18,1994,40
"remy_poulin","Quebec","m",1952,2011,1985,1994,"Liberal","Babyboom","1943-1960",9,18,1985,33
"samuel_poulin","Quebec","m",1991,NA,2018,2024,"Coalition Avenir Quebec","Millenial","1982-2004",6,12,2018,27
"guy_pratt","Quebec","m",1925,1999,1981,1985,"Liberal","Silent","1925-1942",4,8,1981,56
"caroline_proulx","Quebec","f",1966,NA,2018,2024,"Coalition Avenir Quebec","GenerationX","1961-1981",6,12,2018,52
"marieeve_proulx","Quebec","f",1976,NA,2018,2024,"Coalition Avenir Quebec","GenerationX","1961-1981",6,12,2018,42
"suzanne_proulx","Quebec","f",1959,NA,2012,2014,"Parti Quebecois","Babyboom","1943-1960",2,4,2012,53
"luc_provencal","Quebec","m",1955,NA,2018,2024,"Coalition Avenir Quebec","Babyboom","1943-1960",6,12,2018,63
"pauleugene_quirion","Quebec","m",1939,1996,1994,1996,"Liberal","Silent","1925-1942",2,4,1994,55
"real_rancourt","Quebec","m",1929,NA,1976,1985,"Parti Quebecois","Silent","1925-1942",9,18,1976,47
"daniel_ratthe","Quebec","m",1956,NA,2008,2014,"Parti Quebecois","Babyboom","1943-1960",6,12,2008,52
"andre_raynauld","Quebec","m",1927,2011,1976,1980,"Liberal","Silent","1925-1942",4,8,1976,49
"francois_rebello","Quebec","m",1970,NA,2008,2012,"Parti Quebecois","GenerationX","1961-1981",4,8,2008,38
"claude_reid","Quebec","m",1964,NA,2018,2024,"Coalition Avenir Quebec","GenerationX","1961-1981",6,12,2018,54
"pierre_reid","Quebec","m",1948,NA,2003,2018,"Liberal","Babyboom","1943-1960",15,30,2003,55
"gil_remillard","Quebec","m",1944,NA,1985,1994,"Liberal","Babyboom","1943-1960",9,18,1985,41
"clement_richard","Quebec","m",1939,NA,1976,1985,"Parti Quebecois","Silent","1925-1942",9,18,1976,37
"jeannine_richard","Quebec","f",1952,NA,2012,2014,"Parti Quebecois","Babyboom","1943-1960",2,4,2012,60
"lorraine_richard","Quebec","f",1959,NA,2003,2024,"Parti Quebecois","Babyboom","1943-1960",21,42,2003,44
"maurice_richard","Quebec","m",1946,NA,1985,1994,"Liberal","Babyboom","1943-1960",9,18,1985,39
"monique_richard","Quebec","f",1947,NA,2008,2012,"Parti Quebecois","Babyboom","1943-1960",4,8,2008,61
"roland_richer","Quebec","m",1941,NA,2012,2014,"Parti Quebecois","Silent","1925-1942",2,4,2012,71
"andre_riedl","Quebec","m",1940,NA,2007,2008,"Action Democratique du Quebec","Silent","1925-1942",1,2,2007,67
"jean_rioux","Quebec","m",1953,NA,2003,2007,"Liberal","Babyboom","1943-1960",4,8,2003,50
"matthias_rioux","Quebec","m",1934,NA,1994,2003,"Parti Quebecois","Silent","1925-1942",9,18,1994,60
"guy_rivard","Quebec","m",1936,NA,1985,1994,"Liberal","Silent","1925-1942",9,18,1985,49
"michel_rivard","Quebec","m",1941,NA,1994,1998,"Parti Quebecois","Silent","1925-1942",4,8,1994,53
"jeanclaude_rivest","Quebec","m",1943,NA,1976,1985,"Liberal","Babyboom","1943-1960",9,18,1976,33
"marwah_rizqy","Quebec","f",1985,NA,2018,2024,"Liberal","Millenial","1982-2004",6,12,2018,33
"jeanfrancois_roberge","Quebec","m",1974,NA,2014,2024,"Coalition Avenir Quebec","GenerationX","1961-1981",10,20,2014,40
"gilles_robert","Quebec","m",1955,NA,2008,2012,"Parti Quebecois","Babyboom","1943-1960",4,8,2008,53
"helene_robert","Quebec","f",1945,NA,1994,2007,"Parti Quebecois","Babyboom","1943-1960",13,26,1994,49
"louise_robic","Quebec","f",1935,2020,1985,1994,"Liberal","Silent","1925-1942",9,18,1985,50
"lucienne_robillard","Quebec","f",1945,NA,1989,1994,"Liberal","Babyboom","1943-1960",5,10,1989,44
"paule_robitaille","Quebec","f",1962,NA,2018,2024,"Liberal","GenerationX","1961-1981",6,12,2018,56
"jacques_rochefort","Quebec","m",1953,NA,1981,1989,"Parti Quebecois","Babyboom","1943-1960",8,16,1981,28
"nathalie_rochefort","Quebec","f",1970,NA,1998,2003,"Liberal","GenerationX","1961-1981",5,10,1998,28
"gilles_rocheleau","Quebec","m",1935,1998,1981,1988,"Liberal","Silent","1925-1942",7,14,1981,46
"jean_rochon","Quebec","m",1938,NA,1994,2003,"Parti Quebecois","Silent","1925-1942",9,18,1994,56
"sylvain_rochon","Quebec","m",1961,NA,2014,2018,"Parti Quebecois","GenerationX","1961-1981",4,8,2014,53
"jeanguy_rodrigue","Quebec","m",1937,2013,1981,1985,"Parti Quebecois","Silent","1925-1942",4,8,1981,44
"filomena_rotiroti","Quebec","f",1974,NA,2008,2024,"Liberal","GenerationX","1961-1981",16,32,2008,34
"chantal_rouleau","Quebec","f",1959,NA,2018,2024,"Coalition Avenir Quebec","Babyboom","1943-1960",6,12,2018,59
"jean_rousselle","Quebec","m",1953,NA,2012,2024,"Liberal","Babyboom","1943-1960",12,24,2012,59
"jeanfrancois_roux","Quebec","m",1973,NA,2007,2008,"Action Democratique du Quebec","GenerationX","1961-1981",1,2,2007,34
"claude_roy","Quebec","m",1952,NA,2007,2008,"Action Democratique du Quebec","Babyboom","1943-1960",1,2,2007,55
"fabien_roy","Quebec","m",1928,NA,1970,1979,"Parti Creditiste","Silent","1925-1942",9,18,1970,42
"nathalie_roy","Quebec","f",1964,NA,2012,2024,"Coalition Avenir Quebec","GenerationX","1961-1981",12,24,2012,48
"pierre_roy","Quebec","m",1936,NA,1966,1970,"Union Nationale","Silent","1925-1942",4,8,1966,30
"sylvain_roy","Quebec","m",1964,NA,2012,2024,"Parti Quebecois","GenerationX","1961-1981",12,24,2012,48
"sylvie_roy","Quebec","f",1964,2016,2003,2016,"Action Democratique du Quebec","GenerationX","1961-1981",13,26,2003,39
"monique_royverville","Quebec","f",1961,NA,2007,2008,"Action Democratique du Quebec","GenerationX","1961-1981",1,2,2007,46
"claude_ryan","Quebec","m",1925,2004,1976,1994,"Liberal","Silent","1925-1942",18,36,1976,51
"aline_saintamand","Quebec","f",1936,NA,1981,1985,"Liberal","Silent","1925-1942",4,8,1981,45
"claude_sainthilaire","Quebec","m",1927,2009,1973,1976,"Liberal","Silent","1925-1942",3,6,1973,46
"jeanpierre_saintonge","Quebec","m",1945,NA,1981,1994,"Liberal","Babyboom","1943-1960",13,26,1981,36
"guy_saintpierre","Quebec","m",1934,NA,1970,1976,"Liberal","Silent","1925-1942",6,12,1970,36
"camil_samson","Quebec","m",1935,2012,1970,1981,"Parti Creditiste","Silent","1925-1942",11,22,1970,35
"claire_samson","Quebec","f",1955,NA,2014,2024,"Coalition Avenir Quebec","Babyboom","1943-1960",10,20,2014,59
"monique_sauve","Quebec","f",1960,NA,2014,2024,"Liberal","Babyboom","1943-1960",10,20,2014,54
"raymond_savoie","Quebec","m",1946,NA,1985,1994,"Liberal","Babyboom","1943-1960",9,18,1985,39
"sebastien_schneeberger","Quebec","m",1973,NA,2007,2024,"Action Democratique du Quebec","GenerationX","1961-1981",17,34,2007,34
"reed_scowen","Quebec","m",1931,NA,1976,1987,"Liberal","Silent","1925-1942",11,22,1976,45
"frederick_shaw","Quebec","m",1932,2018,1976,1981,"Union Nationale","Silent","1925-1942",5,10,1976,44
"celine_signori","Quebec","f",1938,NA,1994,2001,"Parti Quebecois","Silent","1925-1942",7,14,1994,56
"andre_simard","Quebec","m",1953,NA,2008,2012,"Parti Quebecois","Babyboom","1943-1960",4,8,2008,55
"caroline_simard","Quebec","f",1974,NA,2014,2018,"Liberal","GenerationX","1961-1981",4,8,2014,40
"claude_simard","Quebec","m",1938,2016,1970,1976,"Liberal","Silent","1925-1942",6,12,1970,32
"jeanfrancois_simard","Quebec","m",1966,NA,1998,2024,"Parti Quebecois","GenerationX","1961-1981",26,52,1998,32
"monique_simard","Quebec","f",1950,NA,1994,1998,"Parti Quebecois","Babyboom","1943-1960",4,8,1994,44
"sylvain_simard","Quebec","m",1945,NA,1994,2012,"Parti Quebecois","Babyboom","1943-1960",18,36,1994,49
"christos_sirros","Quebec","m",1948,NA,1981,2004,"Liberal","Babyboom","1943-1960",23,46,1981,33
"christopher_skeete","Quebec","m",1979,NA,2018,2024,"Coalition Avenir Quebec","GenerationX","1961-1981",6,12,2018,39
"gerry_sklavounos","Quebec","m",1974,NA,2007,2018,"Liberal","GenerationX","1961-1981",11,22,2007,33
"chantal_soucy","Quebec","f",1974,NA,2014,2024,"Coalition Avenir Quebec","GenerationX","1961-1981",10,20,2014,40
"jeanpierre_soucy","Quebec","m",1952,NA,2003,2007,"Liberal","Babyboom","1943-1960",4,8,2003,51
"andre_spenard","Quebec","m",1950,NA,2012,2018,"Coalition Avenir Quebec","Babyboom","1943-1960",6,12,2012,62
"george_springate","Quebec","m",1938,2019,1970,1981,"Liberal","Silent","1925-1942",11,22,1970,32
"danielle_stamand","Quebec","f",1964,NA,2008,2014,"Liberal","GenerationX","1961-1981",6,12,2008,44
"jeanclaude_standre","Quebec","m",1962,NA,1994,2007,"Parti Quebecois","GenerationX","1961-1981",13,26,1994,32
"bertrand_starnaud","Quebec","m",1958,NA,2008,2014,"Parti Quebecois","Babyboom","1943-1960",6,12,2008,50
"yves_stdenis","Quebec","m",1963,NA,2014,2018,"Liberal","GenerationX","1961-1981",4,8,2014,51
"michelyne_stlaurent","Quebec","f",1948,NA,2012,2014,"Coalition Avenir Quebec","Babyboom","1943-1960",2,4,2012,64
"christine_stpierre","Quebec","f",1953,NA,2007,2024,"Liberal","Babyboom","1943-1960",17,34,2007,54
"jeanguy_stroch","Quebec","m",1940,2015,1985,1994,"Liberal","Silent","1925-1942",9,18,1985,45
"claude_suprenant","Quebec","m",1963,NA,2014,2018,"Coalition Avenir Quebec","GenerationX","1961-1981",4,8,2014,51
"denys_sylvain","Quebec","m",1945,NA,1973,1976,"Liberal","Babyboom","1943-1960",3,6,1973,28
"gilles_taillon","Quebec","m",1945,NA,2007,2008,"Action Democratique du Quebec","Babyboom","1943-1960",1,2,2007,62
"marc_tanguay","Quebec","m",1973,NA,2012,2024,"Liberal","GenerationX","1961-1981",12,24,2012,39
"guy_tardif","Quebec","m",1935,2005,1976,1985,"Parti Quebecois","Silent","1925-1942",9,18,1976,41
"marielouise_tardif","Quebec","f",1962,NA,2018,2024,"Coalition Avenir Quebec","GenerationX","1961-1981",6,12,2018,56
"yves_tardif","Quebec","m",1944,NA,1973,1976,"Liberal","Babyboom","1943-1960",3,6,1973,29
"william_tetley","Quebec","m",1927,2014,1966,1976,"Liberal","Silent","1925-1942",10,20,1966,39
"ronald_tetrault","Quebec","m",1936,NA,1970,1973,"Parti Creditiste","Silent","1925-1942",3,6,1970,34
"carole_theberge","Quebec","f",1953,NA,2003,2007,"Liberal","Babyboom","1943-1960",4,8,2003,50
"jeanpaul_theoret","Quebec","m",1936,2013,1985,1989,"Liberal","Silent","1925-1942",4,8,1985,49
"lise_theriault","Quebec","f",1966,NA,1998,2024,"Liberal","GenerationX","1961-1981",26,52,1998,32
"luc_theriault","Quebec","m",1960,NA,2003,2007,"Parti Quebecois","Babyboom","1943-1960",4,8,2003,43
"robert_therien","Quebec","m",1949,NA,1985,1997,"Liberal","Babyboom","1943-1960",12,24,1985,36
"alain_therrien","Quebec","m",1966,NA,2012,2018,"Parti Quebecois","GenerationX","1961-1981",6,12,2012,46
"jeanfrancois_therrien","Quebec","m",1969,NA,2007,2008,"Action Democratique du Quebec","GenerationX","1961-1981",1,2,2007,38
"louischarles_thouin","Quebec","m",1971,NA,2018,2024,"Coalition Avenir Quebec","GenerationX","1961-1981",6,12,2018,47
"haroldp_thuringer","Quebec","m",1934,NA,1985,1989,"Liberal","Silent","1925-1942",4,8,1985,51
"tony_tomassi","Quebec","m",1971,NA,2003,2012,"Liberal","GenerationX","1961-1981",9,18,2003,32
"normand_toupin","Quebec","m",1933,NA,1970,1976,"Liberal","Silent","1925-1942",6,12,1970,37
"andre_tranchemontagne","Quebec","m",1939,2016,1998,2003,"Liberal","Silent","1925-1942",5,10,1998,59
"mathieu_traversy","Quebec","m",1984,NA,2008,2018,"Parti Quebecois","Millenial","1982-2004",10,20,2008,24
"francois_tremblay","Quebec","m",1970,NA,2018,2024,"Coalition Avenir Quebec","GenerationX","1961-1981",6,12,2018,48
"georgesemery_tremblay","Quebec","m",1927,2016,1966,1973,"Liberal","Silent","1925-1942",7,14,1966,39
"gerald_tremblay","Quebec","m",1942,NA,1989,1996,"Liberal","Silent","1925-1942",7,14,1989,47
"guillaume_tremblay","Quebec","m",1984,NA,2008,2012,"Parti Quebecois","Millenial","1982-2004",4,8,2008,24
"jacques_tremblay","Quebec","m",1942,NA,1985,1989,"Liberal","Silent","1925-1942",4,8,1985,43
"jeannoel_tremblay","Quebec","m",1926,2020,1966,1973,"Union Nationale","Silent","1925-1942",7,14,1966,40
"luc_tremblay","Quebec","m",1939,NA,1981,1985,"Parti Quebecois","Silent","1925-1942",4,8,1981,42
"michel_tremblay","Quebec","m",1933,NA,1985,1994,"Liberal","Silent","1925-1942",9,18,1985,52
"rodrigue_tremblay","Quebec","m",1939,NA,1976,1981,"Parti Quebecois","Silent","1925-1942",5,10,1976,37
"stephan_tremblay","Quebec","m",1973,NA,1998,2007,"Parti Quebecois","GenerationX","1961-1981",9,18,1998,25
"veronyque_tremblay","Quebec","f",1974,NA,2014,2018,"Liberal","GenerationX","1961-1981",4,8,2014,40
